107.443408,8.340653,0.03
107.379457,8.442192,0.03
107.187603,8.74681,0.03
107.123651,8.84835,0.03
106.995749,9.051428,0.03
107.398251,8.524938,0.03
107.270348,8.728016,0.03
107.206397,8.829556,0.03
107.078494,9.032634,0.03
107.014543,9.134173,0.03
107.544947,8.404605,0.03
107.480996,8.506144,0.03
107.417045,8.607683,0.03
107.289142,8.810762,0.03
107.161239,9.01384,0.03
107.563741,8.48735,0.03
107.307936,8.893507,0.03
107.180033,9.096585,0.03
107.646487,8.468556,0.03
107.518584,8.671634,0.03
107.454633,8.773174,0.03
107.262779,9.077792,0.03
107.198827,9.179331,0.03
107.601329,8.65284,0.03
107.537378,8.75438,0.03
107.409475,8.957458,0.03
107.217621,9.262076,0.03
107.748026,8.532507,0.03
107.620123,8.735586,0.03
107.556172,8.837125,0.03
107.492221,8.938664,0.03
107.300366,9.243282,0.03
107.638917,8.818331,0.03
107.574966,8.91987,0.03
107.383112,9.224488,0.03
107.31916,9.326027,0.03
107.849565,8.596459,0.03
107.785614,8.697998,0.03
107.59376,9.002616,0.03
107.465857,9.205694,0.03
107.401906,9.307233,0.03
107.868359,8.679204,0.03
107.804408,8.780743,0.03
107.548602,9.1869,0.03
107.4207,9.389979,0.03
107.951105,8.66041,0.03
107.887153,8.761949,0.03
107.75925,8.965028,0.03
107.631348,9.168106,0.03
107.567396,9.269646,0.03
107.503445,9.371185,0.03
51.296774,5.968068,0.03
51.404399,6.182584,0.03
51.458211,6.289842,0.03
51.565835,6.504358,0.03
51.619647,6.611616,0.03
51.673459,6.718874,0.03
51.377309,5.994791,0.03
51.538746,6.316565,0.03
51.592558,6.423823,0.03
51.753994,6.745597,0.03
51.404032,5.914256,0.03
51.565469,6.23603,0.03
51.619281,6.343288,0.03
51.780717,6.665062,0.03
51.484567,5.940979,0.03
51.592192,6.155495,0.03
51.646004,6.262753,0.03
51.753628,6.477269,0.03
51.861252,6.691784,0.03
51.565102,5.967702,0.03
51.780351,6.396734,0.03
51.834163,6.503992,0.03
51.887975,6.611249,0.03
51.645637,5.994425,0.03
51.807074,6.316199,0.03
51.860886,6.423457,0.03
51.914698,6.530714,0.03
51.618548,5.806632,0.03
51.726172,6.021148,0.03
51.779984,6.128406,0.03
51.887609,6.342922,0.03
51.941421,6.450179,0.03
51.806707,6.047871,0.03
51.860519,6.155129,0.03
52.021956,6.476902,0.03
52.075768,6.58416,0.03
51.725806,5.75282,0.03
51.779618,5.860078,0.03
51.941054,6.181852,0.03
52.048679,6.396367,0.03
52.102491,6.503625,0.03
51.806341,5.779543,0.03
51.860153,5.886801,0.03
52.075402,6.315832,0.03
52.183026,6.530348,0.03
51.833064,5.699008,0.03
51.886876,5.806266,0.03
51.9945,6.020781,0.03
52.102124,6.235297,0.03
52.155937,6.342555,0.03
52.209749,6.449813,0.03
55.492976,2.888176,0.161
108.691489,2.888128,0.161
79.359221,49.460469,0.161
70.621554,48.611969,0.161
17.947538,48.612578,0.161
47.259529,2.047023,0.161
62.458749,3.312894,0.1875
67.161778,3.312894,0.1875
100.082984,3.312894,0.1875
101.65066,3.312894,0.1875
103.218337,3.312894,0.1875
58.459023,4.685308,0.1875
60.0267,4.685308,0.1875
